HD  93563
HD  18543
Psi Tau
HD 125158
Omega Ser
28 And
HD  74371
HD  46089
l Psc
51 Eri
V IS Vel
Eta Ant
Rho Aur
V V2105 Oph
Epsilon Equ
11 Aql
Kappa Ara
V CQ Cam
HD  77653
29 Sgr
b03 Hya
HD  65925
Kappa Cnc
HD 124730
42 LMi
Zeta 02 Ret
Phi Cap
56 Hya
Phi Boo
h Lup
Epsilon Sex
g Cyg
8 Dra
HD 210855
107 Psc
23 Hya
Tau Oph A
HD 193092
l Her
i01 Aqr
HD 137709
41 Cap
HD 218029
Mu CrA
Eta Ret
Tau 07 Eri
HD   4247
HD  46568
C02 Cen
Psi 05 Aur
Theta Scl
s Her
Eta CMi
F Pup
HD 114474
8 Lep
23 Oph
14 CVn
HD  94367
HD 168905
24 Eri
HD 148293
Pi Ara
Pi Cap
42 Lyn
Pi Scl
HD 134190
12 Lac
d Her
HD  15694
z Vel
HD 169191
Nu Lyr
Iota Ara
HD    787
68 Gem
Delta 01 CMi
i Vir
N Cen
13 Boo
e01 Car
Nu Hor
HD 188162
HD  90089
x Pup
HD  11946
Rho 03 Eri
HD 201772
58 Tau
68 Aqr
31 Crt
K Vel
92 Leo
Nu Leo
HD  23985
HD  29065
Chi Boo
16 Ser
HD 174980
HD  19349
V BY Boo
HD  27022
HD 212710
Iota TrA
Eta Ari
HD  46273
Kappa Dor
49 And
52 Ori
d Gem
50 Cam
49 Aur
7 Mon
HD 102328
105 Her
Chi Aql
HD  79846
Eta Pyx
HD  47536
e Dra
31 UMa
17 UMa
HD 176527
20 Cep
HD  27971
Kappa 02 Tau
Gamma 03 Oct
Mu For
V LW Vel
40 Cas
HD 171034
Phi Aql
HD 222643
Tau 01 Ari
35 Eri
HD  57146
16 Cam
Iota Lyr
43 Per
29 Cap
HD  71176
7 Tri
Mu Hyi
Sigma Cap
Omega 01 Aql
69 Cet
Chi Oct
HD  88323
96 Her
Lambda Oct
i02 Aqr
HD  91056
HD 150449
133 Tau
HD  40292
13 Peg
HD  20809
46 Tau
HD 157661
V WZ Col
ksi Gru
V UU Aur
12 Tri
3 CVn
HD  74988
Eta Vol
HD  80951
59 Per
Nu Ind
15 Boo
14 CMi
31 Cas
18 Cep
11 CMa
Epsilon 02 Ara
HD 102232
12 Peg
f02 Ori
V R Tri
c And
Mu 02 Cnc
32 Aqr
18 And
Chi Cap
11 CMi
HD  99556
HD 103462
4 Cam
Nu Lep
7 Peg
1 CMi
82 Peg
Theta 02 Sgr
Zeta Mic
33 Ari
3 Dra
l Tau
HD  51283
12 Lib
c Gem
Nu 02 Col
14 Hya
HD 204411
HD  38871
HD 158614
HD 110432
D Cen
HD 116457
70 Cyg
Lambda Pic
33 Vul
19 Lep
Mu 02 Pav
6 Per
57 UMa
Beta Men
Mu Lib
36 Per
Mu Scl
49 Eri
HD 194013
V MZ Pup
Phi 03 Cet
Eta Hor
HD  88215
E Pup
Epsilon Scl
HD 191408
n Leo
36 Cam
36 Lyn
64 Peg
24 Vul
HD  49048
HD 112244
g Leo
Rho 02 Eri
53 Her
9 Dra
71 Peg
HD 212330
HD 131625
HD  84121
4 Vir
HD 126218
41 Aqr
x01 Cen
55 Cam
HD  58343
HD 147152
HD 210889
HD 177389
14 Lyn
Eta Cnc
33 Vel
HD  90132
HD 115478
5 Ori
3 Ser
32 And
HD  80170
40 Tau
HD 167128
HD  31296
37 Oph
73 Ori
V V3961 Sgr
55 Vir
Chi Ser
HD 148688
HD  60318
188 Pup
61 UMa
4 And
HD  76360
20 Per
42 Aqr
R Aps
G Dor
V SX Pav
E Cen
Pi 02 Cnc
i Ori
HD 170479
HD  10824
HD  93540
21 Ori
V VV Ori
V V4050 Sgr
20 Aql
103 Aqr
HD  89353
7 Sgr
HD  27588
l Leo
HD 198716
85 Gem
HD  82694
ksi Oct
HD 104878
13 Lyn
15 Tri
75 Cet
Theta Cnc
2 Cam
Lambda Hor
55 Ori
54 Her
40 Cam
Psi Leo
53 Tau
6 Ser
HD 148379
Nu Tel
HD  65460
HD  76143
HD 210939
HD  55751
50 Dra
43 Oph
HD  36591
74 UMa
HD  58535
u Tau
Pi For
HD 184875
23 LMi
HD  97495
45 Aur
40 Aur
HD  43993
20 LMi
Iota Cha
HD 175219
HD  56342
HD  68312
38 Ori
37 Cam
b01 Cyg
10 Sge
HD  25621
HD 171779
22 Lyn
HD   6245
55 Psc
HD 129422
Omega Vir
84 Vir
HD 211415
Chi Tau
Upsilon Lup
Kappa Gru
Iota Tuc
b Vir
13 Sge
171 Pup
HD 145206
Rho Aqr
HD  24504
2 Her
28 Sgr
HD  30210
HD 210271
y Her
34 Lyn
50 Boo
d Psc
60 Cyg
8 LMi
30 Peg
HD  26326
V V718 CrA
HD 126983
63 Vir
V LV Dra
47 Cas
HD 107193
HD 144690
121 Tau
HD  41692
HD  81809
HD  67456
Rho Psc
V V686 CrA
Eta Del
HD 118978
95 Cet
V FF Aql
c Lup
V U Ant
15 Sgr
9 Cyg
Pi 02 Dor
52 Psc
HD  58215
HD  25457
Eta 01 Pic
56 Tau
HD  27616
63 Eri
HD 157087
51 Dra
HD  92964
57 Psc
41 Lib
66 Dra
w Her
51 Cyg
HD  49662
HD 168415
HD  58286
HD 168387
HD  57917
HD 199437
58 Peg
HD   4775
f Boo
HD 100493
79 Leo
c Her
Rho Tuc
HD  53974
c Ser
Nu 02 CrB
HD  27245
128 Car
51 Aql
HD 171802
57 Cnc
HD 148513
l Ori
HD 107696
33 Boo
HD  29499
HD 142165
Gamma 02 For
HD 179886
14 Cyg
V U Ori
Iota Vol
V AT Dra
HD 147513
5 Psc
26 Aur
HD  49689
HD 210715
25 Ser
V R Dor
HD  30034
55 And
83 Tau
HD 117376
12 Cas
HD  64307
41 Lyn
35 Vul
39 Cet
Kappa 02 Scl
a Lup
Iota Hor
V IQ Aur
HD 152815
57 Cet
11 LMi
23 Cas
Eta Lib
HD 186219
Rho CrB
37 Leo
Omega Leo
HD 169110
60 Cnc
Iota Aps
V V918 Cen
18 Boo
p Tau
33 Cap
Sigma Pav
HD 172044
h Aql
HD 109317
b01 Hya
HD 142184
HD  46815
70 Cet
HD 147628
HD  62226
3 PsA
h Psc
HD  64486
g Aql
p05 Leo
Zeta Oct
115 Tau
HD  72310
HD   4222
HD   8651
50 Cet
106 Vir
17 Cam
HD 216149
HD 186957
HD  59686
Eta PsA
Kappa 01 Scl
HD 217050
HD  26836
HD  64572
V BN Cam
87 Vir
Chi 03 Sgr
HD 138816
83 Aqr
HD  96146
HD 124683
60 Cet
HD   3574
HD 216174
HD   2490
Nu Ari
2 Vul
HD  58155
16 Sco
Tau Cnc
h Ori
y Pup
25 Cet
14 Per
7 Dra
V V913 Sco
30 Cap
6 Cas
HD  46229
Lambda PsA
2 Psc
HD 172991
Iota Del
Omega 02 Cyg
HD  30442
C03 Cen
45 Gem
28 Gem
HD 103961
11 And
HD 145454
V QY Ser
HD 158352
7 Cep
HD  23277
10 Crt
V V368 Nor
37 Eri
u Cen
HD 132955
HD 175740
HD 139129
14 Sgr
HD  37811
21 Mon
HD 199098
HD  27304
Nu Cnc
Sigma 02 Cnc
HD  92207
p01 Leo
26 Lyn
HD  46588
5 Peg
HD 109799
HD  19978
Nu Cha
Theta Men
HD  82419
Lambda Nor
HD  23753
HD  27084
Lambda Tuc
Zeta Pic
HD 189178
HD 171834
Lambda CrB
HD  57478
HD  29613
4 Eri
HD  50747
HD 137432
HD  83520
Psi 02 Dra
HD 208321
HD  51733
n01 Ori
Iota Oct
HD  36408A
HD 167096
HD  75149
HD 135591
HD 169405
89 Her
16 Tau
HD  14691
93 Tau
HD 131507
95 Vir
HD  26659
26 Cep
82 UMa
HD   5098
e Aqr
HD 147365
ksi02 Lib
HD  56405
26 Com
HD  55070
20 Hya
HD  25570
HD  36553
3 Crv
75 Dra
HD 137704
21 Com
42 Aql
46 Leo
Omicron Aur
49 Lib
ksi Ari
HD 213022
V CG UMa
V V692 CrA
36 Tau
Nu Gru
HD  95212
HD  73887
HD  82350
HD 196737
Eta Cha
HD 163532
HD  71459
Eta 03 For
HD  41841
24 Hya
V UY Lyn
Eta Men
HD 149404
2 UMa
Kappa Men
36 And
66 Aql
Sigma Oct
HD  21699
H Car
118 Tau
HD  18474
Phi Oct
30 Per
HD 112213
HD 199101
HD 184985
HD 105521
HD  86378
HD 122430
HD  82205
HD  36848
35 Cru
h Vel
81 Tau
37 Peg
41 Ara
30 Eri
HD   3421
HD 110666
HD 131111
Iota Crt
HD 166229
27 Sco
HD 151078
HD  31539
18 Com
V HW Vel
HD 171301
18 Del
q Vir
V PU Aur
V V964 Cen
HD 100203
k Leo
49 Dra
9 Her
19 UMi
5 Pup
112 Her
HD 186185
HD 146836
HD 206749
Eta 01 CrA
HD  64802
51 Peg
21 Aqr
24 Sgr
Iota Pav
10 Vul
19 Vul
HD  24640
k Her
18 Aqr
20 Psc
Tau Oct
d Aql
Kappa 01 Aps
m Leo
130 Tau
120 Phe
HD  39070
HD  62902
HD 189395
Sigma Ari
HD  18438
Sigma Scl
Sigma Psc
64 Ari
HD 135534
HD 120164
Theta Aps
HD  95808
HD 126981
Zeta 04 Lib
V T UMa
28 LMi
27 Cnc
y Vel
HD  53921
94 Psc
Pi 02 Col
HD  34043
HD 210884
Omega 01 Tau
HD 118904
58 Psc
Rho Cep
HD  34538
HD 197630
HD 177074
HD 148488
103 Tau
Epsilon Tri
HD 162555
HD 100708
HD   4398
HD  42301
V BL Cru
V V450 Sct
Sigma Col
18 Sco
116 Tau
HD 137071
HD 208737
HD  89571
HD 200205
34 Psc
21 Oph
67 Cet
HD 179497
Lambda 02 Phe
40 LMi
HD 204018
HD  74455
Pi Tuc
HD   9525
HD 175225
86 Vir
b Eri
58 Eri
HD 223173
86 Peg
Psi Oct
49 Cyg
V V819 Her
HD 166460
50 Per
Theta Mus
V BP Boo
V AR Cet
HD 215405
HD  70313
16 Vel
11 Ser
7 Aqr
V WX PsA
HD 133392
Omicron CrB
83 Her
HD 188485
HD 132833
e Psc
HD 138413
HD  43955
HD 160910
5 Cam
HD 186500
HD  20149
12 Cep
135 Tau
HD  20894
V V364 Car
Mu Cha
HD  34557
Tau Aql
62 Ari
Theta TrA
86 Leo
Iota Hyi
HD 183275
HD 198357
18 Vul
HD 165687
HD 217831
HD  47054
q01 Eri
V V336 Pup
p04 Leo
1 Per
HD  92095
Omicron Gru
Omicron Ind
87 Peg
15 Peg
HD 205139
Epsilon Men
HD 176162
Theta Hyi
30 Ser
V W Cyg
HD 224865
Eta Mic
HD  30127
o Leo
11 Sge
HD 184293
49 Aqr
22 Eri
28 Aql
HD  67364
HD 166023
HD 211096
HD  44506
80 Cet
HD  43899
1 Ser
HD  46374
Phi Gru
72 Tau
HD 155806
75 Peg
HD  72337
HD 179366
HD  34904
y Cen
HD  59256
Mu Men
18 Pup
HD 160668
HD  79698
HD  68375
HD 136479
HD 219623
17 Peg
Phi Ser
HD 144987
15 Hya
30 Aqr
HD 107325
z Pup
HD 174387
25 Vul
HD 158148
Rho For
25 Her
11 Tri
14 Boo
122 Tau
66 Cet
HD 134270
Zeta 01 Ret
HD 178175
HD  71377
HD 219402
HD 101615
50 Lib
HD 152824
Pi 01 Hyi
44 Eri
HD   6960
g Vir
3 Cnc
HD   5408
HD 156098
HD   3059
HD 212728
Psi 02 Psc
75 Vir
HD 224893
V AC Dra
HD 168838
HD 178233
HD 199870
10 Lep
HD 128068
HD  53329
96 Aqr
70 UMa
Psi 03 Psc
HD  77475
5 Aqr
48 Aur
22 Psc
HD 104304
78 Ori
V V1022 Cas
HD  45415
HD 159358
HD  41047
HD 111315
b02 Per
HD  84816
HD 217484
HD 108323
25 Eri
HD 125745
70 Gem
HD 154733
Delta Ant
V NZ Gem
V EL Cet
5 Eri
HD 145622
HD 124147
HD 156295
HD  39004
HD  61363
HD 149681
HD 220369
HD   9900
33 Hya
14 Cep
O Vel
HD 177808
Pi 01 Dor
Pi CrB
HD 125383
HD 183492
HD 155078
V V388 Cep
HD  83069
HD 219134
HD 151203
18 Ori
32 Boo
HD  42341
77 Aqr
62 Ser
HD  90362
67 Peg
HD 150453
Iota 02 Nor
HD   4622
HD  96706
HD 118889
HD  79416
HD 198345
HD  12296
HD   3443
HD   3158
HD 180262
HD  22409
HD   1976
12 Tau
HD  36187
81 Leo
HD  26356
HD  22780
Phi 01 Cnc
HD  20313
k Boo
34 Vul
5 Com
Rho Oct
HD 103884
32 Cas
HD  85656
64 Ser
Pi Psc
HD 103101
HD 204960
HD 187982
HD  40091
HD  14214
V AF Col
47 And
HD  21362
HD 163547
24 Oph
6 Vir
HD  81034
HD  70442
HD  70002
HD 109272
34 LMi
HD 140775
36 Cyg
HD 181240
HD 207129
Eta CrB
28 Aqr
Lambda Cap
80 Tau
HD 150898
53 Cas
HD  29737
HD  56160
HD 166640
36 Peg
4 Cep
HD  30454
HD  90677
16 Del
HD  55575
Kappa Oct
HD 194152
42 UMa
HD 221525
21 Ari
6 UMa
Delta 01 Lyr
HD  90957
HD  10148
28 Cet
HD 210848
HD  91120
13 Del
HD 113415
Pi 01 Peg
HD 167965
10 Cas
22 Aql
HD  47144
HD  64067
15 And
Kappa 01 Sgr
HD 220572
ksi Scl
HD  17948
43 Cas
28 Hya
g Boo
V GG Lup
HD  52018
74 Her
27 Vul
50 Sgr
HD  25945
2 Hya
16 Lac
HD 201433
d01 Vir
HD 104438
HD 158837
59 UMa
HD  21688
63 And
HD 180885
137 Tau
Epsilon Pyx
HD  59311
63 Peg
HD 225253
HD   4730
h Tau
Delta 02 CMi
HD  23193
HD  76113
HD 113778
HD  99264
HD  87808
19 Hya
HD 118799
81 UMa
18 Sgr
HD  65907
HD  46304
HD  23281
HD 130458
V S Car
HD 162587
HD  89062
HD  62578
HD  37289
HD 209515
40 Com
23 CVn
228 Eri
HD 220974
HD 204153
HD 166599
83 Vir
HD 203475
HD 218434
HD  46569
20 Peg
HD   2774
HD  63852
HD 216380
HD  36881
HD  25165
V PW Tel
Eta 02 CrA
HD  93905
HD  21402
Upsilon Gru
HD  25723
Phi 04 Cet
V XZ Psc
HD  34255
HD  58978
HD 199955
HD 124433
3 Equ
93 Cet
V V448 Car
HD 171745
HD  32667
HD  63752
58 Aql
HD  20995
44 Leo
HD 158974
HD  35536
V AI For
1 Hya
HD  20084
HD 104035
HD 125835
HD  10204
Nu Pic
HD 140784
Theta Ari
HD 175443
HD 159170
HD  45145
HD  46936
78 Her
HD   4853
HD 140227
HD  19270
HD  55730
4 Sco
Kappa 02 Ind
43 Lyn
HD 143435
HD 207229
V V390 Pup
HD 206267
2 Boo
HD  53208
40 Cyg
HD  12642
HD 188209
HD 120420
HD  85563
V BU Scl
HD 145782
49 Cet
73 Peg
HD  58954
HD 132254
HD 180555
HD  65273
45 Ser
55 Hya
HD  45018
V LS CMa
5 Vul
HD 108821
64 Cet
HD  39720
32 Tau
108 Her
10 Ari
HD 220790
HD 100615
Zeta 01 Cnc A
66 Ori
HD  10780
HD 176598
HD 203949
V EK Boo
18 Leo
HD 113847
c Psc
4 Ser
HD 145849
Rho Ari
n Her
HD  83380
HD  81157
HD 118261
HD  64152
17 Crt A
45 Cnc
40 Boo
V RR Lyn
15 Cnc
Zeta Men
1 Sge
Kappa 02 Sgr
63 Tau
HD 131657
HD 169853
f Leo
HD 202214
HD  62412
35 Ori
11 Peg
V IM Peg
HD  50644
HD 159332
HD 190603
HD 172340
HD 184835
HD 100378
HD 102928
HD  58425
Sigma CrB
HD  10390
HD 133002
HD  92845
Zeta 01 Lib
HD   6798
HD 220096
HD  44458
29 Lyn
HD 154445
18 Tau
Pi 01 UMa
HD  72227
79 Cyg
HD 150168
h01 Sgr
87 Gem
19 Peg
HD 195564
81 Cet
HD  60437
72 Col
HD 217303
HD 150136
Pi Men
44 And
V V1291 Aql
HD  89736
HD 222093
HD 158460
Pi Cha
Kappa 02 Aps
Pi 01 Oct
Pi 02 Oct
HD 153834
HD 149303
HD  84607
18 Sex
35 Gem
HD 200044
38 Peg
HD 156874
51 Tau
71 Vir
HD 176704
HD 153053
HD 191829
HD 169689
HD  43318
HD  35505
HD  65900
59 Hya
Nu 02 Lup
HD 189245
V VZ PsA
HD 136729
47 Cet
4 Com
HD  39853
HD 219482
HD  73017
HD  82077
Epsilon Sge
HD 170433
2 CVn
b Cnc
48 Dra
HD  23300
HD  60341
HD  87015
HD 111295
HD 194577
HD  94481
Tau 01 Aqr
HD  30557
HD  68434
HD  31925
HD  49147
HD 203338
HD  56813
21 Cas
HD  23838
HD 192787
Sigma 01 Cnc
HD  77353
HD 128974
HD 136359
HD  96113
67 Mus
Omicron 02 Cnc
HD   1187
51 Psc
HD 157681
4 Peg
HD 155259
31 Tau
49 Leo
26 Aqr
HD  12953
HD 199478
V LN Vir
68 Cas
14 Sge
12 Sco
33 Vir
HD 197392
HD 225216
b Boo
HD 182681
HD 148374
HD 164646
45 Aql
HD  41214
HD  89715
43 UMa
63 Ori
14 Vul
HD  25330
HD  29526
HD 217403
HD 208108
HD 148604
41 Gem
31 Ari
V RX Lep
HD  50885
HD    344
62 Aql
HD 203925
HD  67880
HD  28978
HD 203358
HD  71141
HD 214035
HD  22231
Delta Mic
HD 200525
16 Psc
HD 130529
72 Psc
67 Leo
HD  30080
V CG Tuc
y03 Pup
HD 196852
25 Com
HD  33167
6 Crv
33 Sgr
Delta Men
39 Boo
16 Her
3 Per
43 Cyg
HD 182509
HD  83489
HD  72737
HD 117716
77 Cyg
HD  11025
HD  54912
HD 203644
108 Vir
HD 159353
HD  46547
8 Leo
Tau Scl
20 Com
Pi 02 Hyi
51 Aur
120 Tau
HD 116160
HD 175743
HD 116835
HD  44033
HD 162076
HD 182477
Mu Ari
HD 166285
Kappa 02 Cet
13 Tau
HD 194298
HD 147977
HD 176871
10 Pup
HD   2726
37 Cap
HD  72922
V V380 Cyg
HD 102713
10 Her
38 Cet
Tau 03 Gru
HD  87427
Nu 01 CMa
29 Com
7 Boo
HD 102878
HD  26464
HD 128902
73 UMa
23 Peg
15 Ari
V V372 Car
HD 170069
V R CMa
19 Aqr
HD  31414
86 UMa
V HZ CMa
5 And
84 UMa
HD   4585
2 Cas
HD 173417
ksi Phe
HD 106887
V BQ Tuc
HD 143346
Mu Pic
HD 156838
HD  83332
HD  35299
HD  26670
HD  22676
HD  91889
HD   9353
HD 136138
HD  74794
HD  68161
HD 159176
HD 199260
HD  60855
HD  40369
HD    142
HD 106574
V SW Col
HD  74167
HD 120913
Chi 02 For
HD  42443
HD 213930
HD 121190
C01 Cen
HD  26755
Upsilon Ser
57 Cam
HD 190360
HD  54309
V LX TrA
HD  43587
Chi 02 Hya
Tau Phe
HD  22468
HD 208111
HD  10615
HD 211211
63 Sgr
84 Her
19 Ari
53 Gem
HD 132146
HD 113902
HD 208095
HD  47946
Eta 01 Dor
HD  47500
3 Leo
HD  24744
2 Ser
HD 183007
HD 150742
HD  20631
84 Cet
HD 157740
HD 173638
HD  85980
HD 203803
HD  30823
HD 218792
V FW Vir
HD 165683
HD  16028
V IS Gem
HD  76653
HD 214850
Zeta For
HD  95221
HD 223559
11 Vir
HD 170521
HD  58661
55 Ari
45 Tau
y02 Pup
HD 182645
131 Tau
71 Dra
HD 222820
HD 170740
V PR Pup
HD 136956
22 UMa
Theta Del
HD 111613
3 Hya
HD 158996
HD  86087
HD  28226
HD  37209A
HD 216718
R Eri
HD  42621
HD  88661
HD  10538
60 Tau
47 LMi
HD 161833
12 Cet
HD  30238
50 Her
Pi Aql
HD  26311
46 Eri
23 And
HD  21530
HD  79181
47 Ser
HD  36678
HD  61294
73 Oph
HD 170200
HD 144415
HD  78702
HD 223170
37 Gem
HD 141318
4 Lib
b UMa
HD  23719
HD 153716
HD 169033
HD 184960
8 Lac A
Theta Pav
HD  42111
HD 129846
8 PsA
HD  85483
55 Per
HD 192310
HD 201834
36 Aur
HD 111588
HD  71095
HD  86513
HD  45866
Gamma 02 Oct
62 UMa
HD  32890
Psi Cnc
HD  38206
x02 Cen
d02 Pup
80 Vir
73 Her
85 Leo
Zeta 01 Mus
Gamma Hor
7 Ari
HD 109141
V PT Pup
HD  45871
HD  65662
V V701 CrA
HD   1239
HD  97670
HD 129858
V CH Boo
h Boo
HD 118508
HD  87141
22 Crt
HD   2054
HD 131977
HD 139493
HD  52556
HD 172728
14 Oph
HD  82573
HD 128207
HD 163652
17 CMa
V CO UMa
HD 159501
66 Psc
HD 150745
HD  33541
HD 216831
HD  49643
HD  76291
HD 182900
V DQ Dra
HD  35600
V TW Hor
HD 161693
HD 220440
e Ser
HD  76376
34 Peg
HD 139798
25 Cep
HD  31134
4 Her
HD 222806
HD  10453
85 Peg
V V788 Cen
HD 167720
44 Aqr
HD  80024
HD  28732
HD  75276
HD 160018
HD   4628
HD 157753
HD 188097
HD 183552
HD 210074
1 Boo
Iota 01 For
HD   1064
V XY Pyx
66 Vir
HD 202103
76 Dra
h Aqr
HD  77309
8 Per
1 Lep
Iota 01 Cyg
68 Ori
3 Gem
HD  81136
HD  70523
HD  99283
Upsilon 01 Cnc
52 Peg
V Y Sgr
HD  59381
13 And
HD 120404
77 Cet
HD  92354
HD 142514
HD 154084
26 Oph
HD 145689
HD  54079
HD 205314
HD  49434
Rho 01 Eri
68 Dra
HD 124471
HD  55775
12 Oph
HD  99922
HD  34790
HD  64235
HD  89744
56 Per
HD  74824
HD 188650
d03 Pup
HD 215664
HD 196917
HD 203245
HD 156293
HD 199623
Mu 01 Pav
HD 134373
HD 142139
V AH Vel
HD  24240
HD  97651
HD 193592A
HD 128000
HD 171130
HD 106231
HD  22764
HD  34266
HD 169836
59 Gem
HD 149009
HD 200751
HD   9562
G Pup
50 Aqr
10 Boo
HD 133683
44 Psc
HD  78668
HD 120640
V T Vul
HD 117566
HD 178187
HD 187235
57 Hya
HD  93163
HD 170878
HD 207840
HD  56963
HD  60666
t Tau
HD  27497
Omicron Ari
HD 156942
12 And
HD  59550
CD-43 12272A
HD 133631
HD  65301
HD 141168
HD 157617
48 Hya
HD   1032
Upsilon Oct
32 LMi
HD 115912
HD 165438
HD 205423
HD 114780
HD  45765
HD 164402
59 Eri
HD  61885
19 Sex
HD  81830
HD 193721
HD 175824
HD  24131
HD 146690
HD  50277
117 Tau
Theta 02 Mic
HD 162917
HD  49933
21 Psc
HD 152408
89 Leo
11 Per
HD 131951
HD 142049
79 Her
HD 109409
1 Cam
HD 219263
HD  55589
35 Cap
25 Peg
33 Lyn
HD  42471
1 Cnc
30 Com
11 Sco
HD  37192
HD 225197
V YY Lep
HD  33224
HD 114256
47 Gem
HD  80479
HD 139254
HD 209761
HD 212211
V V2015 Cyg
19 Cap
HD  36166
HD 171623
HD 118349
64 Aur
HD  76538
HD  53510
HD  69123
Upsilon CrB
HD 209419
HD  16458
HD  30562
44 Cas
HD  36874
HD  58461
HD  88842
HD 172211
51 Aqr
HD 116706
HD  64185
HD 210502
HD 161814
HD  21882
HD  44323
HD  58612
HD  29646
HD  16024
V WX Men
V V414 Cep
HD  16673
2 Per
HD 118666
HD 107860
35 Sex
20 Ari
HD  36134
HD  20041
99 Tau
HD  99022
V GW Eri
HD  29399
D Pup
80 Peg
HD  84542
HD   3283
53 Aur
HD  11007
HD 138852
HD  47964
HD 150030
HD 214710
HD 211029
HD 211392
HD   6676
HD 114435
HD  76236
HD  79275
V R Scl
V MX TrA
Nu Men
Lambda 02 For
HD  64484
HD 160263
HD 192781
k Vir
HD  49980
HD 117187
HD 217842
HD  97605
HD  38527
V HR Lup
HD 175317
HD  77615
56 Aql
HD 137443
56 Ari
HD  85655
HD   1632
19 CVn
BD-11  1951
10 And
41 Sex
HD 148247
35 Psc
HD  72067
HD 213179
89 Tau
24 UMi
HD 179323
HD 109573
HD 156854
HD 204485
HD 130917
HD  62781
HD   4391
HD  23005
HD  56733
15 Sge
74 Aqr
47 Ari
5 Gem
HD   9780
39 UMa
HD 142691
HD 193579
HD 196857
HD  99196
HD  45557
HD  41759
ksi01 Lib
47 Vel
HD 104985
V SU Cas
HD  39007
HD  34989
21 Peg
HD  24141
Mu Dra A
HD  97576
HD 108732
e Pup
HD   6953
13 Cep
c Aql
HD 100808
HD  84152
HD  57646
V V567 Cas
HD  46769
HD 163318
HD  49517
V CY Boo
V BK Cet
HD 222109
HD  49131
HD 221420
HD  99574
HD  97023
Tau 07 Ser
HD  28843
HD  88473
HD 189198
HD  89569
38 Cas
HD  44081
HD 106884
HD  16247
35 Aqr
HD  41843
V X TrA
HD 119752
HD 199611
HD  40733
71 UMa
HD 179094
HD  31373
HD 173791
HD 142531
HD 216646
HD 171961
V IW Per
HD  66194
Zeta Nor
HD 129944
k Tau
HD  23978
HD 134335
45 And
HD 216608
HD 218630
HD  95347
HD  14641
f Oph
HD  72660
HD 182955
8 Vul
56 Leo
Delta 03 CMi
30 Cet
HD  57749
HD 138505
Zeta 03 Lib
9 Equ
HD  11031
HD  66598
HD  52609
HD  56031
HD  11928
HD 219139
HD  14622
HD  68657
40 Peg
15 Aqr
HD 214122
HD   9377
HD  19141
52 Gem
HD  37717
HD 115723
V V1143 Cyg
32 UMa
HD 112486
V DT Cyg
HD 131432
HD  45984
HD  16160
66 Cnc
V V2052 Oph
HD  76110
40 Ari
39 Leo
HD  21551
HD  43023
HD 126504
HD 181907
HD 106485
39 Nor
HD 173495
HD 200614
n Pup A
HD 116084
HD 218269
HD  18885
HD   3856
V V1334 Cyg
HD  85841
HD 217459
HD 174464
3 Her
HD  43157
Rho 01 Cep
HD  37098
HD 173117
HD 118646
HD  25069
HD  15755
HD  99747
HD  27881
V DL Gru
HD 177178
HD  69994
Iota 02 For
HD 169981
HD 121416
HD  69302
V V1003 Sco
HD  15144
HD 100929
Omega Cnc
HD  42054
HD 144208
HD 201647
HD  22252
HD 126862
HD 135051
66 UMa
HD 182694
HD   6210
HD 162391
CD-29 12513A
HD 139906
HD 193322
HD  55344
HD  86267
HD    587
V V854 Ara
V QS Pup
HD 172348
12 Mon
HD   8498
HD 115331
V TU CVn
HD  16735
6 Eri
HD 186619
HD 158799
HD 219485
HD 221861
CD-35  2947
HD  89024
4 Ari
HD 141194
HD 139329
HD 171245
HD  80050
HD 110287
HD 157527
V NZ Peg
HD 126241
HD 180450
HD  88231
HD  79694
HD 103026
HD 109519
HD 183227
7 LMi
12 Vir
HD  68077
HD 119476
33 Gem
HD  20640
ksi Men
HD 191195
HD   5384
o Her
HD 194215
HD  77445
HD 130948
10 Sex
HD  82232
38 LMi
HD  32393
HD 165259
x Her
d Eri
60 Hya
11 Lyn
HD 114533
V R CrB
HD  22675
M Pup
ksi Cap
HD  60345
HD 128998
HD    645
HD  23523
HD 111456
48 Gem
HD 133937
HD  13336
HD 142883
HD 165402
HD  71043
HD 161178
HD 164712
HD  13692
HD  80950
HD  76932
HD  30453
HD  87344
HD 208682
HD  12583
HD  59380
HD  22701
HD 172051
Sigma 02 Gru
HD  31093
k01 Vel
HD  36734
HD 198174
HD 141675
HD 145191
HD  50763
1 Ari
HD 153336
HD 171819
HD  64685
HD 225009
HD  93833
HD 111032
V VZ Ari
HD  27611
HD 166114
HD  40020
HD  14728
HD   2767
Theta Ret
HD  80558
HD  29721
HD  72561
HD  25274
54 Psc
12 Lep
42 Cet
HD 139778
HD 145931
HD  43940
HD  77020
HD 127501
HD 184010
16 Aqr
HD   1439
HD  45067
HD  66441
HD 218619
HD 199443
HD 127971
HD 201636
39 Aur
HD  12139
Psi 09 Aur
HD 214690
2 Com
4 Cap
18 Lib
14 Psc
HD  45320
50 Cnc
HD  82514
V WW Aur
HD 120819
HD   4440
HD  60060
Rho 02 Sgr
f Vir
HD  36060
HD  41547
HD 127486
HD  39190
26 Cir
HD  39910
HD 223774
HD 125276
HD 160928
HD 164064
